TV Manufacturing Brand,DATE,DEMAND,Consumer Price Index (CPI),Consumer Confidence Index(CCI),Producer Price Index (PPI),Unit Price ($),POS/ Supply Data,SALES ($),Advertising Expenses (SMS),Advertising Expenses(Newspaper ads),Advertising Expenses(Radio),Advertising Expenses(TV),Advertising Expenses(Internet),GRP (NewPaper ads),GRP(SMS),GRP(Radio),GRP(Internet),GRP(TV)
TV Manufacturing & Supplier Unit,12/8/12,3292,101.3,102.9,99.5,361.6,3080,1113728,38.057,10.027128,75.1457,1070.1295,3149.857,935.436,7.3203,110.7727,268.5455,1095.4091
TV Manufacturing & Supplier Unit,12/9/12,3001,101.3,102.9,99.5,361.6,3040,1099264,38.1959,10.518225,79.5329,1105.0515,3783,1674.99,35.0395,96.7273,225.7727,861.1364
TV Manufacturing & Supplier Unit,12/10/12,3081,101.3,102.9,99.5,361.6,2882,1042131.2,40.6498,10.727556,81.7345,1115.9174,3883.095,1066.52,0,131.6818,210.3182,849.5455
TV Manufacturing & Supplier Unit,12/11/12,3014,101.3,102.9,99.5,361.6,2842,1027667.2,41.3988,10.489955,73.4515,1080.4018,3695.714,1119.701,70.3706,152.5,214.1818,950.0909
TV Manufacturing & Supplier Unit,12/12/12,3016,101.3,102.9,99.5,361.6,2859,1033814.4,48.3967,11.065644,83.9878,1155.6522,4390.143,1153.756,101.5147,95.1364,226.2273,852.8182
TV Manufacturing & Supplier Unit,12/13/12,3056,101.3,102.9,99.5,361.6,2841,1027305.6,42.5309,10.512018,77.8968,1084.3651,4997.381,1430.851,101.9914,106.3182,282,901
TV Manufacturing & Supplier Unit,12/14/12,3009,101.3,102.9,99.5,361.6,2856,1032729.6,44.4388,10.814541,81.4573,1140.6888,4414.286,996.813,33.7128,92.0455,246.8182,962.8182
TV Manufacturing & Supplier Unit,12/15/12,3040,101.3,102.9,99.5,361.6,2853,1031644.8,42.6279,11.224485,79.3605,1176.2093,3298.952,390.3756,0,891.5664,1540.4294,7307.3182
TV Manufacturing & Supplier Unit,12/16/12,3085,103.4,102.9,99.5,361.6,2840,1026944,49.221,10.995497,86.8139,1151.5217,2838.129,462.8413,17.6288,173.3708,394.712,1420.9545
TV Manufacturing & Supplier Unit,12/17/12,3035,103.4,102.9,99.5,361.6,2866,1036345.6,46.2566,11.370578,84.5387,1162.7381,2744.632,676.4964,27.254,165.5566,493.4066,1356.9091
TV Manufacturing & Supplier Unit,12/18/12,3098,103.4,102.9,99.5,361.6,2806,1014649.6,42.2917,11.085268,79.8047,1147.7163,4937.903,694.4416,54.2678,149.4013,543.3876,1224.5
TV Manufacturing & Supplier Unit,12/19/12,3074,103.4,102.9,99.5,361.6,2876,1039961.6,38.9348,10.688346,72.2086,1090.9399,2590.9,646.6664,61.0317,108.051,280.2315,885.5909
TV Manufacturing & Supplier Unit,12/20/12,3053,103.4,102.9,99.5,361.6,2834,1024774.4,44.3651,10.86308,79.3506,1129.2857,1628.172,606.9556,0,163.1774,580.3669,1337.4091
TV Manufacturing & Supplier Unit,12/21/12,3005,103.4,102.9,99.5,361.6,2846,1029113.6,38.7023,10.894057,79.2653,1151.4504,3563.992,715.7929,60.3637,115.3161,249.0141,945.1364
TV Manufacturing & Supplier Unit,12/22/12,3545,103.4,102.9,99.5,361.6,4346,1571513.6,46.6838,11.338144,81.9201,1179.433,0,323.3644,0,113.4305,240.695,929.6818
TV Manufacturing & Supplier Unit,12/23/12,3610,103.4,102.9,99.5,361.6,4216,1524505.6,41.5698,10.810839,78.3685,1107.2965,2360.512,78.5261,15.024,123.818,311.9083,1014.8182
TV Manufacturing & Supplier Unit,12/24/12,3674,103.4,102.9,99.5,361.6,4505,1629008,42.8271,11.439653,77.9089,1161.9393,2675.608,132.1241,15.1587,168.141,304.1815,1378.0909
TV Manufacturing & Supplier Unit,12/25/12,3771,103.4,102.9,99.5,361.6,4661,1685417.6,37.9167,11.885714,62.9688,1251.25,2705.771,85.0218,20.9779,178.9666,381.9316,1466.8182
TV Manufacturing & Supplier Unit,12/26/12,3731,103.4,102.9,99.5,361.6,4305,1556688,38.9348,10.688346,79.3506,1090.9399,4268.157,42.8481,36.3533,131.8041,378.6272,1080.2727
TV Manufacturing & Supplier Unit,12/27/12,3810,103.4,102.9,99.5,361.6,4226,1528121.6,41.5698,10.810839,78.3685,1107.2965,2360.512,78.5261,15.024,123.818,311.9083,1014.8182
TV Manufacturing & Supplier Unit,12/28/12,3874,103.4,102.9,99.5,361.6,4134,1494854.4,42.8271,11.439653,77.9089,1161.9393,2675.608,132.1241,15.1587,168.141,304.1815,1378.0909
TV Manufacturing & Supplier Unit,12/29/12,3871,103.4,102.9,99.5,361.6,4279,1547286.4,37.9167,11.885714,62.9688,1251.25,2705.771,85.0218,20.9779,178.9666,381.9316,1466.8182
TV Manufacturing & Supplier Unit,12/30/12,3831,103.4,102.9,99.5,361.6,4212,1523059.2,38.7023,10.688346,79.3506,1090.9399,4268.157,42.8481,36.3533,131.8041,378.6272,1080.2727
TV Manufacturing & Supplier Unit,12/31/12,4055,103.4,102.9,99.5,361.6,4545,1643472,69.6637,13.080365,102.3094,1393.8565,610.286,86.23,34.2365,117.6818,280.8182,840.1364
TV Manufacturing & Supplier Unit,1/1/13,4200,103.4,102.9,99.5,400.1,5080,2032508,66.0726,13.407284,95.4486,1428.7871,622.095,95.229,60.6667,100.9091,284.9545,796.5909
TV Manufacturing & Supplier Unit,1/2/13,4340,103.4,102.9,99.5,400.1,5040,2016504,74.1848,13.345691,103.0639,1399.9728,602,158.382,18.7505,112.2727,281.6818,914.9091
TV Manufacturing & Supplier Unit,1/3/13,4402,103.4,102.9,99.5,400.1,5082,2033308.2,63.5185,13.116667,97.2917,1400.1282,5072.619,48.039,19.0108,116.8182,265.9091,1379.4091
TV Manufacturing & Supplier Unit,1/4/13,4512,103.4,102.9,99.5,400.1,5142,2057314.2,68.8107,13.319634,96.5201,1397.7889,5413.095,221.528,0,118.6364,279.1818,904.5
TV Manufacturing & Supplier Unit,1/5/13,4669,103.4,102.9,99.5,400.1,4759,1904075.9,73.7652,13.23974,97.5,1390.8409,5230.286,208.569,30.429,103.9545,276.2727,828.0455
TV Manufacturing & Supplier Unit,1/6/13,3531,103.4,102.9,99.5,400.1,3441,1376744.1,72.1859,13.440022,97.255,1411.5829,2421.429,136.737,31.5863,109.3182,283.2727,953.0455
TV Manufacturing & Supplier Unit,1/7/13,3596,103.4,102.9,99.5,400.1,3456,1382745.6,66.0888,13.228643,97.6225,1406.0804,2126.714,151.538,43.0027,119.2727,299.3636,945
TV Manufacturing & Supplier Unit,1/8/13,3583,103.4,102.9,99.5,400.1,3453,1381545.3,74.5333,12.9675,98.9625,1358.775,6354.571,5.659,43.1783,106.9545,286.7273,896.5
TV Manufacturing & Supplier Unit,1/9/13,3564,103.4,102.9,99.5,400.1,3484,1393948.4,82.3549,13.487846,108.8993,1441.5672,3272.952,173.248,11.7112,138.3182,317.8182,1253.8636
TV Manufacturing & Supplier Unit,1/10/13,3575,103.4,102.9,99.5,400.1,3466,1386746.6,73.0167,13.521857,100.9125,1417.05,2568.714,200.366,11.8272,120.9545,254.0909,912.6818
TV Manufacturing & Supplier Unit,1/11/13,3500,103.4,102.9,99.5,400.1,3406,1362740.6,80.2514,13.530168,101.449,1417.1229,4164.429,100.809,0,139.4545,273.4545,1060.3182
TV Manufacturing & Supplier Unit,1/12/13,3540,103.4,102.9,99.5,400.1,3476,1390747.6,74.2157,13.368908,102.5735,1438.0995,3379.333,32.421,50.8308,116.9091,254,913.5909
TV Manufacturing & Supplier Unit,1/13/13,3542,103.4,102.9,99.5,400.1,3434,1373943.4,81.9,13.955036,112.8563,1451.775,3155.143,52.031,144.9951,87.1364,241.4545,799.1818
TV Manufacturing & Supplier Unit,1/14/13,3545,103.4,102.9,99.5,400.1,3446,1378744.6,70.4439,13.584207,102.6445,1436.1558,252.905,172.967,95.636,79.3636,221.9545,853.5909
TV Manufacturing & Supplier Unit,1/15/13,3551,103.4,102.9,99.5,400.1,3446,1378744.6,70.8209,13.662473,99.8041,1446.791,2981.048,189.24,11.8084,93.0909,240.1364,881.7273
TV Manufacturing & Supplier Unit,1/16/13,3568,103.4,102.9,99.5,400.1,3416,1366741.6,76.9832,13.57063,103.6278,1462.2905,3706.667,206.839,3.8765,97.9545,244.3636,971.9091
TV Manufacturing & Supplier Unit,1/17/13,3556,103.4,102.9,99.5,400.1,3405,1362340.5,75.0382,13.75095,103.3142,1438.6927,2226.429,132.829,0,94.3182,230.0455,868.1818
TV Manufacturing & Supplier Unit,1/18/13,3533,103.4,102.9,99.5,400.1,3461,1384746.1,86.2007,13.771313,118.4677,1477.8226,4038.81,194.316,34.6945,77.8182,197.1818,821.3636
TV Manufacturing & Supplier Unit,1/19/13,3526,103.4,102.9,99.5,400.1,3405,1362340.5,71.3785,13.186582,98.639,1387.5,3323.762,140.09,35.5475,66.8636,191.1818,770.9091
TV Manufacturing & Supplier Unit,1/20/13,3536,103.4,102.9,99.5,400.1,3426,1370742.6,70.1412,13.363559,98.464,1424.4915,4422.667,149.738,15.863,66.9545,194.4545,697.6364
TV Manufacturing & Supplier Unit,1/21/13,3513,103.4,102.9,99.5,400.1,3434,1373943.4,70.0298,13.411224,104.3555,1417.0982,3892.381,99.954,15.817,98.1364,253.5455,928.5455
TV Manufacturing & Supplier Unit,1/22/13,3500,103.4,102.9,99.5,400.1,3479,1391947.9,70.7417,13.195929,98.9625,1400.175,1885.191,117.032,0,95.9091,254.0455,843.4091
TV Manufacturing & Supplier Unit,1/23/13,3500,103.4,102.9,99.5,400.1,3412,1365141.2,75.7181,13.641109,98.5372,1401.3032,1953.81,121.125,35.811,89.0909,245.5,767.3182
TV Manufacturing & Supplier Unit,1/24/13,3535,103.4,102.9,99.5,400.1,3445,1378344.5,62.6861,12.822399,84.1292,1339.8058,1791.191,189.038,0,94.4091,247.6364,802.2273
TV Manufacturing & Supplier Unit,1/25/13,3538,103.4,102.9,99.5,400.1,3480,1392348,72.1521,13.686512,97.145,1434.9029,3074.667,196.773,0,92.0455,291.5909,785.5909
TV Manufacturing & Supplier Unit,1/26/13,3482,103.4,102.9,99.5,400.1,3440,1376344,72.9083,13.361679,102.375,1442.025,3117.048,160.32,0,135.0455,249.3182,846.5
TV Manufacturing & Supplier Unit,1/27/13,3434,103.4,102.9,99.5,400.1,3482,1393148.2,71.8265,13.682436,98.0009,1460.4452,2023.524,147.936,40.3932,92.5,221.1818,790.3636
TV Manufacturing & Supplier Unit,1/28/13,3341,103.4,102.9,99.5,400.1,3442,1377144.2,70.9562,13.756545,98.7625,1454.8207,3395.667,262.807,0,96.9091,252.4091,898.4545
TV Manufacturing & Supplier Unit,1/29/13,3330,103.4,102.9,99.5,400.1,3459,1383945.9,59.2809,13.217295,84.632,1392.1066,2921.333,311.592,30.3757,106.1818,254.9091,1144.5455
TV Manufacturing & Supplier Unit,1/30/13,3642,103.4,102.9,99.5,400.1,4441,1776844.1,64.7032,13.211155,92.6027,1397.2603,2825.095,455.428,46.9608,126.0455,269.3182,1115.2727
TV Manufacturing & Supplier Unit,1/31/13,3739,103.4,102.9,99.5,400.1,4456,1782845.6,68.4878,13.715226,90.128,1433.561,5082.667,467.509,93.5075,114.2273,324.5909,1271.5455
TV Manufacturing & Supplier Unit,2/1/13,3778,103.4,102.9,99.5,400.1,4453,1781645.3,63.4742,13.85664,89.0317,1441.4789,4011.714,402.614,0,118.0455,281.5455,971.7273
TV Manufacturing & Supplier Unit,2/2/13,3832,103.4,102.9,99.5,400.1,4434,1774043.4,61.0278,13.6175,90.3229,1411.8333,2666.857,435.346,105.1623,118.5909,261.4545,893.6818
TV Manufacturing & Supplier Unit,2/3/13,3814,103.4,102.9,99.5,400.1,4479,1792047.9,56.0507,12.873331,75.9069,1322.6087,1675.905,408.612,0,175.5455,275.6364,3826.6818
TV Manufacturing & Supplier Unit,2/4/13,3901,103.4,102.9,99.5,400.1,4412,1765241.2,62.4074,13.102381,85.1042,1365,3668.476,481.883,104.0112,167.9545,241.7273,2170.1818
TV Manufacturing & Supplier Unit,2/5/13,3936,103.4,102.9,99.5,400.1,4445,1778444.5,58.3943,12.994338,80.5564,1387.4085,0,217.694,0,95,216.7273,969.1818
TV Manufacturing & Supplier Unit,2/6/13,4393,103.4,102.9,99.5,400.1,4480,1792448,47.5541,12.722032,73.125,1333.3442,2429.714,52.865,25.8875,111.0909,234.9545,1835.1818
TV Manufacturing & Supplier Unit,2/7/13,4602,103.4,102.9,99.5,400.1,4440,1776444,59.8805,13.436076,80.3244,1381.6456,2754.048,88.948,26.1196,115.1818,242.5909,1697.8636
TV Manufacturing & Supplier Unit,2/8/13,5207,103.4,102.9,99.5,400.1,4482,1793248.2,61.2679,13.43674,77.7901,1413.0861,2785.095,57.238,36.1466,141.6818,237.7727,1549.3636
TV Manufacturing & Supplier Unit,2/9/13,5317,103.4,102.9,99.5,400.1,4442,1777244.2,71.0122,13.404974,84.7382,1402.9319,4393.286,28.846,62.6395,108.2273,248.8182,1114.8636
TV Manufacturing & Supplier Unit,2/10/13,5412,103.4,102.9,99.5,400.1,5559,2224155.9,60.1852,13.030952,83.9583,1380,3948.333,621.432,20.7815,108.3182,276.7273,1028.1364
TV Manufacturing & Supplier Unit,2/11/13,5464,103.4,102.9,99.5,400.1,5541,2216954.1,67.0833,13.468929,85.2188,1415.7115,5381.381,1040.787,51.0694,119.9545,276.2727,941.4545
TV Manufacturing & Supplier Unit,2/12/13,5327,103.4,102.9,99.5,400.1,5556,2222955.6,60.6469,13.100489,78.3562,1368.8356,4420.81,854.31,0,89.8636,226.3636,896.9545
TV Manufacturing & Supplier Unit,2/13/13,5420,103.4,102.9,99.5,400.1,5553,2221755.3,58.1144,13.07043,80.045,1371.6737,4524.381,587.16,0,99,220.6818,1072.0455
TV Manufacturing & Supplier Unit,2/14/13,5438,103.4,102.9,99.5,400.1,5534,2214153.4,57.3207,13.081103,83.5127,1380.6962,3647.762,522.584,0,108.6364,278.2273,928.5909
TV Manufacturing & Supplier Unit,2/15/13,5467,103.4,102.9,99.5,400.1,5779,2312177.9,60.7032,13.50425,77.856,1385.1266,3238.143,900.812,47.174,157.2727,258.3636,1084.3636
TV Manufacturing & Supplier Unit,2/16/13,5443,103.4,107.9,99.5,400.1,5712,2285371.2,59.1749,13.853677,75.5225,1437.6393,4245.857,818.376,0,104.3636,233.6818,807.0909
TV Manufacturing & Supplier Unit,2/17/13,5428,103.4,107.9,99.5,400.1,5745,2298574.5,65.1245,13.325,78.0981,1381.7672,3604,1100.992,46.782,109.6364,226.5909,889.8636
TV Manufacturing & Supplier Unit,2/18/13,5485,103.4,107.9,99.5,400.1,5780,2312578,60.6667,13.488857,76.725,1399.6615,4168.952,272.036,0,93.9545,222.7727,805.9091
TV Manufacturing & Supplier Unit,2/19/13,5988,103.4,107.9,99.5,400.1,5940,2376594,59.1026,13.206593,78.6058,1369.3491,3984.429,817.581,31.3919,81.9091,225.1818,816.2727
TV Manufacturing & Supplier Unit,2/20/13,6113,103.4,107.9,99.5,400.1,6182,2473418.2,61.1351,12.775135,76.2872,1341.7297,3943.524,1288.844,31.1817,98.6818,224.5455,855.8636
TV Manufacturing & Supplier Unit,2/21/13,6063,103.4,107.9,99.5,400.1,6042,2417404.2,53.7865,12.940132,74.9424,1323.5526,5732,540.757,31.5487,111.0455,232.8636,791.3636
TV Manufacturing & Supplier Unit,2/22/13,6178,103.4,107.9,99.5,400.1,5759,2304175.9,71.5344,13.742857,90.9226,1448.9683,4794.048,1244.833,31.3605,93.0455,200,889.3636
TV Manufacturing & Supplier Unit,2/23/13,3531,103.4,107.9,99.5,400.1,3441,1376744.1,64.2846,13.314926,83.8178,1382.5472,4364.333,1758.402,0,133.5,244.9091,1398.6364
TV Manufacturing & Supplier Unit,2/24/13,3596,103.4,107.9,99.5,400.1,3456,1382745.6,65.7941,12.818661,84.1001,1347.2513,4294.238,1030.257,0,86.7727,258.7727,755.4545
TV Manufacturing & Supplier Unit,2/25/13,3583,103.4,107.9,99.5,400.1,3453,1381545.3,62.4,13.546531,82.5964,1416.1714,3653.238,1418.209,33.6281,121.1818,305.2727,1097.0455
TV Manufacturing & Supplier Unit,2/26/13,3564,103.4,107.9,99.5,400.1,3484,1393948.4,53.7727,12.961169,74.8977,1344.9545,3609.905,715.315,0,94.1364,235.6818,781.4545
TV Manufacturing & Supplier Unit,2/27/13,3575,103.4,107.9,99.5,400.1,3466,1386746.6,52.8214,13.362325,71.2132,1351.5686,4121.333,917.361,0,107.1364,281.2727,977
TV Manufacturing & Supplier Unit,2/28/13,3500,103.4,107.9,99.5,400.1,3406,1362740.6,57.7518,12.776208,78.5612,1324.1547,4237.095,1791.183,0,95.8636,234.8182,1045.8636
TV Manufacturing & Supplier Unit,3/1/13,3540,103.4,107.9,99.5,400.1,3476,1390747.6,51.1271,11.920452,72.7743,1257.518,5421.762,1438.156,0,98.8636,239.5455,1194.5909
TV Manufacturing & Supplier Unit,3/2/13,3542,103.4,107.9,99.5,400.1,3434,1373943.4,52.1501,12.719017,71.1201,1302.2078,3889.762,1296.546,66.0518,84.0455,229.9545,1077.9545
TV Manufacturing & Supplier Unit,3/3/13,3545,103.4,107.9,99.5,400.1,3446,1378744.6,51.7909,12.351222,75.2632,1311.1184,0,1606.041,31.3291,106.0455,229.2727,1248.6364
TV Manufacturing & Supplier Unit,3/4/13,3551,103.4,107.9,99.5,400.1,3446,1378744.6,48.2576,12.586364,67.7699,1285.6818,4385.238,733.219,31.442,163,220.1364,863.9091
TV Manufacturing & Supplier Unit,3/5/13,3568,103.4,107.9,99.5,400.1,3416,1366741.6,66.1017,13.261653,90.58,1389.4068,4190.619,559.335,98.8613,97.1364,231.2273,931.4545
TV Manufacturing & Supplier Unit,3/6/13,3556,103.4,107.9,99.5,400.1,3405,1362340.5,59.9742,13.437482,83.5535,1403.4278,4585.81,594.017,81.0844,227.4091,348.1818,5330.5909
TV Manufacturing & Supplier Unit,3/7/13,3533,103.4,107.9,99.5,400.1,3461,1384746.1,55.2248,13.235382,74.939,1407.8372,4315.667,1528.002,60.6353,217.6364,246.2273,1589.4545
TV Manufacturing & Supplier Unit,3/8/13,3526,103.4,107.9,99.5,400.1,3405,1362340.5,41.9396,10.782832,72.2697,1124.5614,3302.667,1456.185,20.4679,906.7727,254.8182,1904.4545
TV Manufacturing & Supplier Unit,3/9/13,3536,103.4,107.9,99.5,400.1,3426,1370742.6,41.6303,10.945789,77.2762,1151.9869,4852.238,1309.68,5.8744,1169.4091,272.7273,2055.2727
TV Manufacturing & Supplier Unit,3/10/13,3513,103.4,107.9,99.5,400.1,3434,1373943.4,41.6467,10.320488,74.1467,1067.1557,4218.524,1074.439,118.4667,124,243.8182,1194.0455
TV Manufacturing & Supplier Unit,3/11/13,3500,103.4,107.9,99.5,400.1,3479,1391947.9,43.8592,10.441019,82.8277,1122.3786,3900.429,1201.36,33.12,84.6818,223.3182,859.0909
TV Manufacturing & Supplier Unit,3/12/13,3500,103.4,107.9,99.5,400.1,3412,1365141.2,48.425,11.099679,92.7469,1155.225,4992.524,1321.858,64.7,76,199.4545,920.6818
TV Manufacturing & Supplier Unit,3/13/13,3535,103.4,107.9,99.5,400.1,3445,1378344.5,41.2437,10.780856,74.2386,1114.6447,4108.857,1051.006,85.2464,87.1364,403.7727,1091.8182
TV Manufacturing & Supplier Unit,3/14/13,3538,103.4,107.9,99.5,400.1,3480,1392348,38.057,10.027128,75.1457,1070.1295,3149.857,935.436,7.3203,110.7727,268.5455,1095.4091
TV Manufacturing & Supplier Unit,3/15/13,3482,103.4,107.9,99.5,400.1,3440,1376344,38.1959,10.518225,79.5329,1105.0515,3783,1674.99,35.0395,96.7273,225.7727,861.1364
TV Manufacturing & Supplier Unit,3/16/13,3434,103.4,107.9,99.5,400.1,3482,1393148.2,40.6498,10.727556,81.7345,1115.9174,3883.095,1066.52,0,131.6818,210.3182,849.5455
TV Manufacturing & Supplier Unit,3/17/13,3341,103.4,107.9,99.5,400.1,3442,1377144.2,41.3988,10.489955,73.4515,1080.4018,3695.714,1119.701,70.3706,152.5,214.1818,950.0909
TV Manufacturing & Supplier Unit,3/18/13,3330,103.4,107.9,99.5,400.1,3459,1383945.9,48.3967,11.065644,83.9878,1155.6522,4390.143,1153.756,101.5147,95.1364,226.2273,852.8182
TV Manufacturing & Supplier Unit,3/19/13,3531,103.4,107.9,99.5,400.1,3441,1376744.1,42.5309,10.512018,77.8968,1084.3651,4997.381,1430.851,101.9914,106.3182,282,901
TV Manufacturing & Supplier Unit,3/20/13,3596,103.4,107.9,99.5,400.1,3456,1382745.6,44.4388,10.814541,81.4573,1140.6888,4414.286,996.813,33.7128,92.0455,246.8182,962.8182
TV Manufacturing & Supplier Unit,3/21/13,3583,103.4,107.9,99.5,400.1,3453,1381545.3,42.6279,11.224485,79.3605,1176.2093,3298.952,390.3756,0,891.5664,1540.4294,7307.3182
TV Manufacturing & Supplier Unit,3/22/13,3564,103.4,107.9,99.5,400.1,3484,1393948.4,49.221,10.995497,86.8139,1151.5217,2838.129,462.8413,17.6288,173.3708,394.712,1420.9545
TV Manufacturing & Supplier Unit,3/23/13,3575,103.4,107.9,99.5,400.1,3466,1386746.6,46.2566,11.370578,84.5387,1162.7381,2744.632,676.4964,27.254,165.5566,493.4066,1356.9091
TV Manufacturing & Supplier Unit,3/24/13,3500,103.4,107.9,99.5,400.1,3406,1362740.6,42.2917,11.085268,79.8047,1147.7163,4937.903,694.4416,54.2678,149.4013,543.3876,1224.5
TV Manufacturing & Supplier Unit,3/25/13,3540,103.4,107.9,99.5,400.1,3476,1390747.6,38.9348,10.688346,72.2086,1090.9399,2590.9,646.6664,61.0317,108.051,280.2315,885.5909
TV Manufacturing & Supplier Unit,3/26/13,3542,103.4,107.9,99.5,400.1,3434,1373943.4,44.3651,10.86308,79.3506,1129.2857,1628.172,606.9556,0,163.1774,580.3669,1337.4091
TV Manufacturing & Supplier Unit,3/27/13,3545,103.4,107.9,99.5,400.1,3446,1378744.6,38.7023,10.894057,79.2653,1151.4504,3563.992,715.7929,60.3637,115.3161,249.0141,945.1364
TV Manufacturing & Supplier Unit,3/28/13,3551,103.4,107.9,99.5,400.1,3446,1378744.6,46.6838,11.338144,81.9201,1179.433,0,323.3644,0,113.4305,240.695,929.6818
TV Manufacturing & Supplier Unit,3/29/13,3568,103.4,107.9,99.5,400.1,3416,1366741.6,41.5698,10.810839,78.3685,1107.2965,2360.512,78.5261,15.024,123.818,311.9083,1014.8182
TV Manufacturing & Supplier Unit,3/30/13,3556,103.4,107.9,99.5,400.1,3405,1362340.5,42.8271,11.439653,77.9089,1161.9393,2675.608,132.1241,15.1587,168.141,304.1815,1378.0909
TV Manufacturing & Supplier Unit,3/31/13,3533,103.4,107.9,99.5,400.1,3461,1384746.1,37.9167,11.885714,62.9688,1251.25,2705.771,85.0218,20.9779,178.9666,381.9316,1466.8182
TV Manufacturing & Supplier Unit,4/1/13,3526,103.4,107.9,99.5,400.1,3405,1362340.5,38.9348,10.688346,79.3506,1090.9399,4268.157,42.8481,36.3533,131.8041,378.6272,1080.2727
TV Manufacturing & Supplier Unit,4/2/13,3536,103.4,107.9,99.5,400.1,3426,1370742.6,41.5698,10.810839,78.3685,1107.2965,2360.512,78.5261,15.024,123.818,311.9083,1014.8182
TV Manufacturing & Supplier Unit,4/3/13,3513,103.4,107.9,99.5,400.1,3434,1373943.4,42.8271,11.439653,77.9089,1161.9393,2675.608,132.1241,15.1587,168.141,304.1815,1378.0909
TV Manufacturing & Supplier Unit,4/4/13,3500,103.4,107.9,99.5,400.1,3479,1391947.9,37.9167,11.885714,62.9688,1251.25,2705.771,85.0218,20.9779,178.9666,381.9316,1466.8182
TV Manufacturing & Supplier Unit,4/5/13,3500,103.4,107.9,99.5,400.1,3412,1365141.2,38.7023,10.688346,79.3506,1090.9399,4268.157,42.8481,36.3533,131.8041,378.6272,1080.2727
TV Manufacturing & Supplier Unit,4/6/13,3535,103.4,107.9,99.5,400.1,3445,1378344.5,77.4819,14.104193,112.337,1479.4565,722.571,95.333,11.8398,91,276.3636,756.5909
TV Manufacturing & Supplier Unit,4/7/13,3538,103.4,107.9,99.5,400.1,3480,1392348,73.4783,13.298758,105.7133,1369.8913,717.857,114.957,27.8039,111.9091,291.3182,860.1364
TV Manufacturing & Supplier Unit,4/8/13,3482,103.4,107.9,99.5,400.1,3440,1376344,80.6093,13.200691,108.7702,1428.0645,653.333,113.09,0,94.6364,282.7273,751.9545
TV Manufacturing & Supplier Unit,4/9/13,3434,103.4,107.9,99.5,400.1,3482,1393148.2,65.9319,12.721429,93.3065,1309.3548,622.095,72.442,0,98.5909,306.3182,749.4545
TV Manufacturing & Supplier Unit,4/10/13,3341,103.4,107.9,99.5,400.1,3442,1377144.2,77.4819,14.104193,112.337,1479.4565,722.571,95.333,11.8398,91,276.3636,756.5909
TV Manufacturing & Supplier Unit,4/11/13,3330,103.4,107.9,99.5,400.1,3459,1383945.9,73.4783,13.298758,105.7133,1369.8913,717.857,114.957,27.8039,111.9091,291.3182,860.1364
TV Manufacturing & Supplier Unit,4/12/13,3531,103.4,107.9,99.5,400.1,3441,1376744.1,80.6093,13.200691,108.7702,1428.0645,653.333,113.09,0,94.6364,282.7273,751.9545
TV Manufacturing & Supplier Unit,4/13/13,3596,103.4,107.9,99.5,400.1,3456,1382745.6,65.9319,12.721429,93.3065,1309.3548,622.095,72.442,0,98.5909,306.3182,749.4545
TV Manufacturing & Supplier Unit,4/14/13,3583,103.4,107.9,99.5,400.1,3453,1381545.3,89.7283,13.792314,117.6359,1417.0109,624.238,87.649,0,105.0455,306.4545,754.2727
TV Manufacturing & Supplier Unit,4/15/13,3564,103.4,107.9,99.5,400.1,3484,1393948.4,68.8095,12.581633,91.6071,1334.3407,611.714,38.235,0,108,305.9545,776.6364
TV Manufacturing & Supplier Unit,4/16/13,3575,103.4,107.9,99.5,400.1,3466,1386746.6,80.1434,13.419355,101.6935,1390.6452,627.238,92.486,6.9945,112.9545,304.8636,867.1818
TV Manufacturing & Supplier Unit,4/17/13,3500,103.4,107.9,99.5,400.1,3406,1362740.6,84.3369,13.476267,105.8871,1442.5806,613.143,206.96,69.9877,115.3636,298.5455,905.4091
TV Manufacturing & Supplier Unit,4/18/13,3540,103.4,107.9,99.5,400.1,3476,1390747.6,75.4189,13.207026,104.5594,1417.1311,615.857,83.632,49.589,171.5,309.6818,880.5909
TV Manufacturing & Supplier Unit,4/19/13,3542,103.4,107.9,99.5,400.1,3434,1373943.4,70.7921,12.964604,97.6207,1357.7228,688.667,118.126,46.3774,123.8182,273.7727,791.7727
TV Manufacturing & Supplier Unit,4/20/13,3545,103.4,107.9,99.5,400.1,3446,1378744.6,68.9912,13.25047,102.4712,1378.4211,636.667,125.388,47.8766,111.2727,275.6818,867.7273
TV Manufacturing & Supplier Unit,4/21/13,3551,103.4,107.9,99.5,400.1,3446,1378744.6,69.6637,13.080365,102.3094,1393.8565,610.286,86.23,34.2365,117.6818,280.8182,840.1364
TV Manufacturing & Supplier Unit,4/22/13,3568,103.4,107.9,99.5,400.1,3416,1366741.6,66.0726,13.407284,95.4486,1428.7871,622.095,95.229,60.6667,100.9091,284.9545,796.5909
TV Manufacturing & Supplier Unit,4/23/13,3556,103.4,107.9,99.5,400.1,3405,1362340.5,74.1848,13.345691,103.0639,1399.9728,602,158.382,18.7505,112.2727,281.6818,914.9091
TV Manufacturing & Supplier Unit,4/24/13,3533,103.4,107.9,99.5,400.1,3461,1384746.1,63.5185,13.116667,97.2917,1400.1282,5072.619,48.039,19.0108,116.8182,265.9091,1379.4091
